,Date,Leg,Home,Away,Result
0,20.05.1964,DFB-Pokal 1963/1964 » Viertelfinale,Frankfurter SG Eintracht,FC Schalke 04,2:1 (1:0) 
0,03.06.1964,DFB-Pokal 1963/1964 » Halbfinale,Altona 93,TSV 1860 München,"1:4 (0:0, 1:1) n.V."
0,03.06.1964,DFB-Pokal 1963/1964 » Halbfinale,Frankfurter SG Eintracht,Hertha BSC,3:1 (1:0) 
0,13.06.1964,DFB-Pokal 1963/1964 » Finale,TSV 1860 München,Frankfurter SG Eintracht,2:0 (1:0) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,Altona 93,Hannover 96,0:5 (0:1) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,VfR Frankenthal,VfB Stuttgart,0:5 (0:0) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,TSV Schwaben Augsburg,FC Schalke 04,"5:7 (3:2, 3:3) n.V."
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,1. FC Nürnberg,1. FC Köln,2:0 (1:0) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,Rot-Weiß Oberhausen,TSG Ulm 1846,5:0 (1:0) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,1. FC Kaiserslautern,Karlsruher SC,3:0 (1:0) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,Westfalia Herne,TeBe Berlin,"3:4 (0:0, 2:2) n.V."
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,Preußen Münster,Borussia Dortmund,0:1 (0:0) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,VfL Osnabrück,Alemannia Aachen,1:3 (0:2) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,1. FSV Mainz 05,Werder Bremen,1:0 (0:0) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,Hessen Kassel,Hamburger SV,0:2 (0:1) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,SuS Northeim,Meidericher SV,"0:1 (0:0, 0:0) n.V."
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,Frankfurter SG Eintracht,Borussia Neunkirchen,2:1 (1:0) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,Hertha BSC,Eintracht Braunschweig,1:5 (0:2) 
0,16.01.1965,DFB-Pokal 1964/1965 » 1. Runde,VfL Wolfsburg,TSV 1860 München,3:4 (3:2) 
0,17.01.1965,DFB-Pokal 1964/1965 » 1. Runde,Kickers Offenbach,Wormatia Worms,2:4 (1:1) 
0,,weltfussball.de,Aktuelle Meldungen »,Wormatia Worms,2:4 (1:1) 
0,,weltfussball.de,Aktuelle Meldungen »,Wormatia Worms,2:4 (1:1) 
0,06.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,Frankfurter SG Eintracht,FC Schalke 04,1:2 (1:1) 
0,06.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,1. FSV Mainz 05,TSV 1860 München,"2:2 (1:0, 2:2) n.V."
0,06.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,Wormatia Worms,VfB Stuttgart,0:2 (0:0) 
0,06.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,1. FC Nürnberg,Hamburger SV,3:1 (1:1) 
0,06.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,1. FC Kaiserslautern,Hannover 96,1:3 (1:2) 
0,06.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,Meidericher SV,Eintracht Braunschweig,0:1 (0:1) 
0,06.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,TeBe Berlin,Borussia Dortmund,1:2 (0:0) 
0,07.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,Rot-Weiß Oberhausen,Alemannia Aachen,0:1 (0:1) 
0,07.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,Rot-Weiß Oberhausen,Alemannia Aachen,0:1 (0:1) 
0,17.02.1965,DFB-Pokal 1964/1965 » Achtelfinale,TSV 1860 München,1. FSV Mainz 05,1:2 (1:1) 
0,27.02.1965,DFB-Pokal 1964/1965 » Viertelfinale,Eintracht Braunschweig,Borussia Dortmund,0:2 (0:1) 
0,27.02.1965,DFB-Pokal 1964/1965 » Viertelfinale,FC Schalke 04,VfB Stuttgart,4:2 (1:0) 
0,27.02.1965,DFB-Pokal 1964/1965 » Viertelfinale,Alemannia Aachen,Hannover 96,2:1 (2:1) 
0,27.02.1965,DFB-Pokal 1964/1965 » Viertelfinale,1. FSV Mainz 05,1. FC Nürnberg,0:3 (0:0) 
0,17.04.1965,DFB-Pokal 1964/1965 » Halbfinale,Borussia Dortmund,1. FC Nürnberg,4:2 (2:0) 
0,17.04.1965,DFB-Pokal 1964/1965 » Halbfinale,Alemannia Aachen,FC Schalke 04,"4:3 (1:1, 3:3) n.V."
0,22.05.1965,DFB-Pokal 1964/1965 » Finale,Borussia Dortmund,Alemannia Aachen,2:0 (2:0) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Hannover 96,Hamburger SV,2:4 (0:3) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Meidericher SV,VfB Stuttgart,2:0 (1:0) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,FC Schalke 04,TeBe Berlin,"3:1 (0:1, 1:1) n.V."
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Bayern München,Eintracht Braunschweig,1:0 (1:0) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,1. FC Köln,Tasmania 1900 Berlin,"1:1 (0:0, 1:1) n.V."
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Bor. Mönchengladbach,Borussia Neunkirchen,"0:1 (0:0, 0:0) n.V."
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,SV Südwest Ludwigshafen,1. FC Kaiserslautern,0:1 (0:1) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Frankfurter SG Eintracht,SV Alsenborn,2:1 (0:1) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Karlsruher SC,Preußen Münster,3:0 (3:0) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,TSV Schwaben Augsburg,1. FC Nürnberg,0:1 (0:0) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Fortuna Düsseldorf,Kickers Offenbach,1:2 (0:2) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,FC St. Pauli,1. FC Saarbrücken,4:2 (2:1) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Holstein Kiel,Arminia Bielefeld,3:1 (1:1) 
0,22.01.1966,DFB-Pokal 1965/1966 » 1. Runde,Werder Bremen,TSV 1860 München,4:0 (0:0) 
0,02.02.1966,DFB-Pokal 1965/1966 » 1. Runde,Freiburger FC,Alemannia Aachen,4:3 (2:2) 
0,02.02.1966,DFB-Pokal 1965/1966 » 1. Runde,TuS Haste,Concordia Hamburg,1:2 (0:2) 
0,02.02.1966,DFB-Pokal 1965/1966 » 1. Runde,TuS Haste,Concordia Hamburg,1:2 (0:2) 
0,19.02.1966,DFB-Pokal 1965/1966 » 1. Runde,Tasmania 1900 Berlin,1. FC Köln,1:2 (0:1) 
0,,weltfussball.de,Aktuelle Meldungen »,1. FC Köln,1:2 (0:1) 
0,,weltfussball.de,Aktuelle Meldungen »,1. FC Köln,1:2 (0:1) 
0,19.02.1966,DFB-Pokal 1965/1966 » Achtelfinale,Hamburger SV,Borussia Neunkirchen,4:0 (0:0) 
0,19.02.1966,DFB-Pokal 1965/1966 » Achtelfinale,Meidericher SV,FC Schalke 04,6:0 (3:0) 
0,19.02.1966,DFB-Pokal 1965/1966 » Achtelfinale,1. FC Nürnberg,Frankfurter SG Eintracht,2:1 (0:0) 
0,19.02.1966,DFB-Pokal 1965/1966 » Achtelfinale,Freiburger FC,Karlsruher SC,1:3 (1:2) 
0,19.02.1966,DFB-Pokal 1965/1966 » Achtelfinale,1. FC Kaiserslautern,Holstein Kiel,3:0 (1:0) 
0,19.02.1966,DFB-Pokal 1965/1966 » Achtelfinale,Werder Bremen,Concordia Hamburg,2:0 (0:0) 
0,19.02.1966,DFB-Pokal 1965/1966 » Achtelfinale,FC St. Pauli,Kickers Offenbach,3:1 (1:0) 
0,09.03.1966,DFB-Pokal 1965/1966 » Achtelfinale,Bayern München,1. FC Köln,2:0 (1:0) 
0,07.04.1966,DFB-Pokal 1965/1966 » Viertelfinale,Meidericher SV,Karlsruher SC,1:0 (1:0) 
0,07.04.1966,DFB-Pokal 1965/1966 » Viertelfinale,Hamburger SV,Bayern München,1:2 (1:1) 
0,07.04.1966,DFB-Pokal 1965/1966 » Viertelfinale,1. FC Kaiserslautern,Werder Bremen,3:1 (0:0) 
0,08.04.1966,DFB-Pokal 1965/1966 » Viertelfinale,FC St. Pauli,1. FC Nürnberg,0:1 (0:1) 
0,18.05.1966,DFB-Pokal 1965/1966 » Halbfinale,1. FC Nürnberg,Bayern München,"1:2 (0:1, 1:1) n.V."
0,18.05.1966,DFB-Pokal 1965/1966 » Halbfinale,Meidericher SV,1. FC Kaiserslautern,4:3 (2:1) 
0,04.06.1966,DFB-Pokal 1965/1966 » Finale,Bayern München,Meidericher SV,4:2 (1:1) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,1. FC Saarbrücken,VfB Stuttgart,2:4 (0:1) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,FC Schalke 04,Bor. Mönchengladbach,4:2 (2:1) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Borussia Dortmund,1. FC Köln,"2:2 (0:0, 2:2, 2:2) n.V."
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Eintracht Braunschweig,MSV Duisburg,"2:3 (1:1, 2:2, 2:3) n.V."
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Duisburger FV 08,Schwarz-Weiß Essen,0:2 (0:1) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Alemannia Aachen,FK Pirmasens,1:1 (1:1) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Waldhof Mannheim,Fortuna Düsseldorf,1:3 (0:3) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Hessen Kassel,Werder Bremen,"2:2 (1:0, 1:1) n.V."
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Hertha BSC,Bayern München,"2:3 (0:1, 1:1) n.V."
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Altona 93,Hamburger SV,0:6 (0:2) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Rot-Weiss Essen,Karlsruher SC,1:2 (1:1) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,VfB Lübeck,Kickers Offenbach,"0:1 (0:0, 0:0) n.V."
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Arminia Hannover,TSV 1860 München,1:4 (0:1) 
0,14.01.1967,DFB-Pokal 1966/1967 » 1. Runde,SpVgg Erkenschwick,Stuttgarter Kickers,1:0 (0:0) 
0,15.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Hannover 96 II,Borussia Neunkirchen,"2:2 (1:2, 2:2) n.V."
0,18.01.1967,DFB-Pokal 1966/1967 » 1. Runde,1. FC Kaiserslautern,Hannover 96,2:1 (1:0) 
0,18.01.1967,DFB-Pokal 1966/1967 » 1. Runde,1. FC Kaiserslautern,Hannover 96,2:1 (1:0) 
0,24.01.1967,DFB-Pokal 1966/1967 » 1. Runde,1. FC Köln,Borussia Dortmund,1:0 (0:0) 
0,25.01.1967,DFB-Pokal 1966/1967 » 1. Runde,FK Pirmasens,Alemannia Aachen,0:1 (0:1) 
0,25.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Werder Bremen,Hessen Kassel,"2:1 (1:1, 1:1) n.V."
0,25.01.1967,DFB-Pokal 1966/1967 » 1. Runde,Borussia Neunkirchen,Hannover 96 II,2:1 (0:0) 
0,,weltfussball.de,Aktuelle Meldungen »,Hannover 96 II,2:1 (0:0) 
0,,weltfussball.de,Aktuelle Meldungen »,Hannover 96 II,2:1 (0:0) 
0,03.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,1. FC Köln,Hamburger SV,"0:0 (0:0, 0:0) n.V."
0,04.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,Alemannia Aachen,Karlsruher SC,4:2 (4:0) 
0,04.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,Borussia Neunkirchen,Werder Bremen,"1:1 (1:1, 1:1) n.V."
0,04.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,VfB Stuttgart,FC Schalke 04,0:1 (0:1) 
0,04.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,1. FC Kaiserslautern,Kickers Offenbach,"0:0 (0:0, 0:0) n.V."
0,04.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,Schwarz-Weiß Essen,Fortuna Düsseldorf,"1:1 (1:0, 1:1) n.V."
0,04.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,SpVgg Erkenschwick,Bayern München,1:3 (0:0) 
0,04.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,TSV 1860 München,MSV Duisburg,1:0 (0:0) 
0,04.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,TSV 1860 München,MSV Duisburg,1:0 (0:0) 
0,15.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,Hamburger SV,1. FC Köln,2:0 (0:0) 
0,15.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,Werder Bremen,Borussia Neunkirchen,1:2 (0:1) 
0,15.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,Kickers Offenbach,1. FC Kaiserslautern,"1:0 (0:0, 0:0) n.V."
0,15.02.1967,DFB-Pokal 1966/1967 » Achtelfinale,Fortuna Düsseldorf,Schwarz-Weiß Essen,1:0 (0:0) 
0,23.03.1967,DFB-Pokal 1966/1967 » Viertelfinale,TSV 1860 München,Fortuna Düsseldorf,2:0 (2:0) 
0,25.03.1967,DFB-Pokal 1966/1967 » Viertelfinale,Kickers Offenbach,Hamburger SV,"0:0 (0:0, 0:0) n.V."
0,25.03.1967,DFB-Pokal 1966/1967 » Viertelfinale,Alemannia Aachen,Borussia Neunkirchen,3:1 (2:1) 
0,25.03.1967,DFB-Pokal 1966/1967 » Viertelfinale,FC Schalke 04,Bayern München,2:3 (1:2) 
0,25.03.1967,DFB-Pokal 1966/1967 » Viertelfinale,FC Schalke 04,Bayern München,2:3 (1:2) 
0,12.04.1967,DFB-Pokal 1966/1967 » Viertelfinale,Hamburger SV,Kickers Offenbach,2:0 (1:0) 
0,06.05.1967,DFB-Pokal 1966/1967 » Halbfinale,Bayern München,TSV 1860 München,3:1 (0:0) 
0,06.05.1967,DFB-Pokal 1966/1967 » Halbfinale,Hamburger SV,Alemannia Aachen,3:1 (2:0) 
0,10.06.1967,DFB-Pokal 1966/1967 » Finale,Bayern München,Hamburger SV,4:0 (1:0) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,MSV Duisburg,Hannover 96,4:1 (2:0) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,VfB Stuttgart,1. FC Kaiserslautern,1:0 (0:0) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,VfL Bochum,Karlsruher SC,3:2 (2:1) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,Arminia Bielefeld,FC Schalke 04,0:1 (0:0) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,Borussia Neunkirchen,Eintracht Braunschweig,2:3 (1:2) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,SV Bayer 04 Leverkusen,1. FC Nürnberg,0:2 (0:1) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,SV Röchling Völklingen,Werder Bremen,4:2 (2:1) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,Hertha BSC,Hamburger SV,"1:0 (0:0, 0:0) n.V."
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,Preußen Münster,Alemannia Aachen,2:1 (0:0) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,FC 08 Homburg,1. FC Köln,1:4 (0:3) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,FC Bayern Hof,Bor. Mönchengladbach,0:1 (0:0) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,1. FC Schweinfurt 05,Eintracht Frankfurt,"1:2 (1:0, 1:1) n.V."
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,VfB Lübeck,TSV 1860 München,0:1 (0:1) 
0,27.01.1968,DFB-Pokal 1967/1968 » 1. Runde,SSV Jahn Regensburg,Bayern München,"1:4 (0:0, 1:1) n.V."
0,28.01.1968,DFB-Pokal 1967/1968 » 1. Runde,VfB Oldenburg,Borussia Dortmund,2:3 (2:0) 
0,07.02.1968,DFB-Pokal 1967/1968 » 1. Runde,SSV Reutlingen,Itzehoer SV 09,7:1 (5:1) 
0,,weltfussball.de,Aktuelle Meldungen »,Itzehoer SV 09,7:1 (5:1) 
0,,weltfussball.de,Aktuelle Meldungen »,Itzehoer SV 09,7:1 (5:1) 
0,22.02.1968,DFB-Pokal 1967/1968 » Achtelfinale,Bayern München,MSV Duisburg,3:1 (2:0) 
0,24.02.1968,DFB-Pokal 1967/1968 » Achtelfinale,VfL Bochum,VfB Stuttgart,2:1 (1:1) 
0,24.02.1968,DFB-Pokal 1967/1968 » Achtelfinale,SSV Reutlingen,Borussia Dortmund,1:3 (1:1) 
0,24.02.1968,DFB-Pokal 1967/1968 » Achtelfinale,FC Schalke 04,Eintracht Braunschweig,2:3 (1:1) 
0,24.02.1968,DFB-Pokal 1967/1968 » Achtelfinale,1. FC Nürnberg,Preußen Münster,4:0 (2:0) 
0,24.02.1968,DFB-Pokal 1967/1968 » Achtelfinale,Hertha BSC,SV Röchling Völklingen,2:1 (1:1) 
0,24.02.1968,DFB-Pokal 1967/1968 » Achtelfinale,TSV 1860 München,Bor. Mönchengladbach,2:4 (1:1) 
0,12.03.1968,DFB-Pokal 1967/1968 » Achtelfinale,1. FC Köln,Eintracht Frankfurt,"1:1 (0:0, 1:1) n.V."
0,12.03.1968,DFB-Pokal 1967/1968 » Achtelfinale,1. FC Köln,Eintracht Frankfurt,"1:1 (0:0, 1:1) n.V."
0,19.03.1968,DFB-Pokal 1967/1968 » Achtelfinale,Eintracht Frankfurt,1. FC Köln,0:1 (0:0) 
0,10.04.1968,DFB-Pokal 1967/1968 » Viertelfinale,Bayern München,1. FC Nürnberg,2:1 (2:1) 
0,10.04.1968,DFB-Pokal 1967/1968 » Viertelfinale,Borussia Dortmund,Hertha BSC,2:1 (1:1) 
0,11.04.1968,DFB-Pokal 1967/1968 » Viertelfinale,Eintracht Braunschweig,1. FC Köln,"1:1 (0:0, 0:0) n.V."
0,11.04.1968,DFB-Pokal 1967/1968 » Viertelfinale,VfL Bochum,Bor. Mönchengladbach,2:0 (2:0) 
0,11.04.1968,DFB-Pokal 1967/1968 » Viertelfinale,VfL Bochum,Bor. Mönchengladbach,2:0 (2:0) 
0,23.04.1968,DFB-Pokal 1967/1968 » Viertelfinale,1. FC Köln,Eintracht Braunschweig,2:1 (2:0) 
0,03.05.1968,DFB-Pokal 1967/1968 » Halbfinale,1. FC Köln,Borussia Dortmund,3:0 (2:0) 
0,15.05.1968,DFB-Pokal 1967/1968 » Halbfinale,VfL Bochum,Bayern München,2:1 (1:0) 
0,09.06.1968,DFB-Pokal 1967/1968 » Finale,1. FC Köln,VfL Bochum,4:1 (2:1) 
0,04.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Rot-Weiß Oberhausen,FC Schalke 04,"2:3 (0:1, 2:2) n.V."
0,04.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Bor. Mönchengladbach,Hertha BSC,5:2 (3:0) 
0,04.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Rot-Weiss Essen,Werder Bremen,1:2 (1:0) 
0,04.01.1969,DFB-Pokal 1968/1969 » 1. Runde,SV Alsenborn,MSV Duisburg,2:1 (1:0) 
0,04.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Eintracht Trier,1. FC Nürnberg,1:3 (1:0) 
0,04.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Freiburger FC,1. FC Kaiserslautern,0:1 (0:0) 
0,04.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Wormatia Worms,Preußen Münster,2:3 (1:2) 
0,04.01.1969,DFB-Pokal 1968/1969 » 1. Runde,SSV Jahn Regensburg,Alemannia Aachen,0:1 (0:0) 
0,05.01.1969,DFB-Pokal 1968/1969 » 1. Runde,VfL Wolfsburg,Hamburger SV,1:2 (1:1) 
0,05.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Langenhorn Hamburg,SC Sperber,1:2 (0:1) 
0,15.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Arminia Hannover,1. FC Schweinfurt 05,4:0 (2:0) 
0,22.01.1969,DFB-Pokal 1968/1969 » 1. Runde,VfB Stuttgart,1. FC Köln,1:0 (1:0) 
0,28.01.1969,DFB-Pokal 1968/1969 » 1. Runde,Eintracht Braunschweig,TSV 1860 München,1:0 (1:0) 
0,05.02.1969,DFB-Pokal 1968/1969 » 1. Runde,Eintracht Frankfurt,Borussia Dortmund,6:2 (2:0) 
0,05.02.1969,DFB-Pokal 1968/1969 » 1. Runde,Bayern München,Kickers Offenbach,"0:0 (0:0, 0:0) n.V."
0,12.02.1969,DFB-Pokal 1968/1969 » 1. Runde,Wacker 04 Berlin,Hannover 96,1:4 (1:2) 
0,12.02.1969,DFB-Pokal 1968/1969 » 1. Runde,Wacker 04 Berlin,Hannover 96,1:4 (1:2) 
0,11.02.1969,DFB-Pokal 1968/1969 » 1. Runde,Kickers Offenbach,Bayern München,0:1 (0:0) 
0,,weltfussball.de,Aktuelle Meldungen »,Bayern München,0:1 (0:0) 
0,,weltfussball.de,Aktuelle Meldungen »,Bayern München,0:1 (0:0) 
0,15.02.1969,DFB-Pokal 1968/1969 » Achtelfinale,Hamburger SV,Bor. Mönchengladbach,"2:0 (0:0, 0:0) n.V."
0,15.02.1969,DFB-Pokal 1968/1969 » Achtelfinale,Alemannia Aachen,Preußen Münster,2:0 (0:0) 
0,15.02.1969,DFB-Pokal 1968/1969 » Achtelfinale,Bayern München,Arminia Hannover,1:0 (0:0) 
0,15.02.1969,DFB-Pokal 1968/1969 » Achtelfinale,FC Schalke 04,SV Alsenborn,3:1 (1:0) 
0,15.02.1969,DFB-Pokal 1968/1969 » Achtelfinale,1. FC Kaiserslautern,Eintracht Frankfurt,1:0 (1:0) 
0,15.02.1969,DFB-Pokal 1968/1969 » Achtelfinale,Werder Bremen,Eintracht Braunschweig,5:0 (3:0) 
0,15.02.1969,DFB-Pokal 1968/1969 » Achtelfinale,Hannover 96,VfB Stuttgart,"2:2 (0:0, 2:2) n.V."
0,04.04.1969,DFB-Pokal 1968/1969 » Achtelfinale,SC Sperber,1. FC Nürnberg,"0:0 (0:0, 0:0) n.V."
0,04.04.1969,DFB-Pokal 1968/1969 » Achtelfinale,SC Sperber,1. FC Nürnberg,"0:0 (0:0, 0:0) n.V."
0,05.03.1969,DFB-Pokal 1968/1969 » Achtelfinale,VfB Stuttgart,Hannover 96,0:1 (0:0) 
0,12.04.1969,DFB-Pokal 1968/1969 » Achtelfinale,1. FC Nürnberg,SC Sperber,7:0 (4:0) 
0,05.04.1969,DFB-Pokal 1968/1969 » Viertelfinale,Hamburger SV,Bayern München,0:2 (0:1) 
0,05.04.1969,DFB-Pokal 1968/1969 » Viertelfinale,FC Schalke 04,Alemannia Aachen,2:0 (1:0) 
0,05.04.1969,DFB-Pokal 1968/1969 » Viertelfinale,1. FC Kaiserslautern,Werder Bremen,3:0 (1:0) 
0,23.04.1969,DFB-Pokal 1968/1969 » Viertelfinale,1. FC Nürnberg,Hannover 96,1:0 (0:0) 
0,03.05.1969,DFB-Pokal 1968/1969 » Halbfinale,Bayern München,1. FC Nürnberg,2:0 (0:0) 
0,03.05.1969,DFB-Pokal 1968/1969 » Halbfinale,1. FC Kaiserslautern,FC Schalke 04,"1:1 (0:0, 1:1) n.V."
0,03.05.1969,DFB-Pokal 1968/1969 » Halbfinale,1. FC Kaiserslautern,FC Schalke 04,"1:1 (0:0, 1:1) n.V."
0,13.05.1969,DFB-Pokal 1968/1969 » Halbfinale,FC Schalke 04,1. FC Kaiserslautern,3:1 (1:1) 
0,14.06.1969,DFB-Pokal 1968/1969 » Finale,Bayern München,FC Schalke 04,2:1 (2:1) 
0,02.01.1970,DFB-Pokal 1969/1970 » 1. Runde,Eintracht Gelsenkirchen,Bor. Mönchengladbach,1:3 (0:0) 
0,03.01.1970,DFB-Pokal 1969/1970 » 1. Runde,1. FC Nürnberg,VfB Stuttgart,1:0 (0:0) 
0,03.01.1970,DFB-Pokal 1969/1970 » 1. Runde,Kickers Offenbach,TSV 1860 München,4:1 (3:1) 
0,03.01.1970,DFB-Pokal 1969/1970 » 1. Runde,Hannover 96,Rot-Weiß Oberhausen,3:2 (0:0) 
0,03.01.1970,DFB-Pokal 1969/1970 » 1. Runde,SSV Jahn Regensburg,Eintracht Braunschweig,1:0 (0:0) 
0,04.01.1970,DFB-Pokal 1969/1970 » 1. Runde,FC 08 Villingen,Hamburger SV,1:3 (0:2) 
0,25.03.1970,DFB-Pokal 1969/1970 » 1. Runde,Rot-Weiss Essen,1. FC Köln,"3:3 (1:1, 1:1) n.V."
0,25.03.1970,DFB-Pokal 1969/1970 » 1. Runde,SG Wattenscheid 09,Bayern München,1:6 (0:3) 
0,25.03.1970,DFB-Pokal 1969/1970 » 1. Runde,SC Göttingen 05,MSV Duisburg,"0:1 (0:0, 0:0) n.V."
0,25.03.1970,DFB-Pokal 1969/1970 » 1. Runde,Wuppertaler SV,1. FC Kaiserslautern,1:0 (0:0) 
0,26.03.1970,DFB-Pokal 1969/1970 » 1. Runde,VfL Osnabrück,Eintracht Frankfurt,"1:2 (1:0, 1:1) n.V."
0,08.04.1970,DFB-Pokal 1969/1970 » 1. Runde,SV Alsenborn,FC Schalke 04,1:5 (0:1) 
0,15.04.1970,DFB-Pokal 1969/1970 » 1. Runde,FK Pirmasens,Hertha BSC,1:2 (0:1) 
0,22.04.1970,DFB-Pokal 1969/1970 » 1. Runde,Schwarz-Weiß Essen,Borussia Dortmund,1:2 (0:1) 
0,05.05.1970,DFB-Pokal 1969/1970 » 1. Runde,TeBe Berlin,Werder Bremen,0:2 (0:1) 
0,11.07.1970,DFB-Pokal 1969/1970 » 1. Runde,Arminia Hannover,Alemannia Aachen,0:3 (0:2) 
0,11.07.1970,DFB-Pokal 1969/1970 » 1. Runde,Arminia Hannover,Alemannia Aachen,0:3 (0:2) 
0,24.07.1970,DFB-Pokal 1969/1970 » 1. Runde,1. FC Köln,Rot-Weiss Essen,5:1 (2:0) 
0,,weltfussball.de,Aktuelle Meldungen »,Rot-Weiss Essen,5:1 (2:0) 
0,,weltfussball.de,Aktuelle Meldungen »,Rot-Weiss Essen,5:1 (2:0) 
0,28.07.1970,DFB-Pokal 1969/1970 » Achtelfinale,FC Schalke 04,Hertha BSC,"0:0 (0:0, 0:0) n.V."
0,29.07.1970,DFB-Pokal 1969/1970 » Achtelfinale,Hannover 96,Bor. Mönchengladbach,1:3 (0:1) 
0,29.07.1970,DFB-Pokal 1969/1970 » Achtelfinale,Eintracht Frankfurt,Hamburger SV,2:0 (1:0) 
