,Date,Leg,Home,Away,Result
0,24.06.1989,DFB-Pokal 1988/1989 » Finale,Borussia Dortmund,Werder Bremen,4:1 (1:1) 
0,18.08.1989,DFB-Pokal 1989/1990 » 1. Runde,VfL Bückeburg,Eintracht Braunschweig,0:2 (0:0) 
0,18.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Rot-Weiss Frankfurt,Waldhof Mannheim,0:1 (0:1) 
0,18.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Arminia Hannover,FC 08 Homburg,2:1 (1:0) 
0,18.08.1989,DFB-Pokal 1989/1990 » 1. Runde,FC St. Pauli,Werder Bremen,1:2 (0:0) 
0,18.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Kickers Offenbach,Bayer 05 Uerdingen,2:1 (1:0) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,VfR Sölde,1. FC Köln,0:3 (0:2) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Eintracht Frankfurt,Bayern München,0:1 (0:1) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Hamburger SV,MSV Duisburg,2:4 (1:1) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Hannover 96,Bor. Mönchengladbach,0:3 (0:1) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,VfL Wolfsburg,VfB Stuttgart,1:3 (0:3) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Bayer Leverkusen II,1. FC Kaiserslautern,0:1 (0:1) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Hertha Zehlendorf,1. FC Nürnberg,0:4 (0:0) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,SpVgg Plattling,Fortuna Düsseldorf,"1:2 (1:0, 1:1) n.V."
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,1. FC Saarbrücken,SV Meppen,3:1 (0:0) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,Rot-Weiss Essen,SG Wattenscheid 09,1:2 (0:1) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,VfL Osnabrück,FC Schalke 04,"3:1 (0:0, 1:1) n.V."
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,SV Langenau 08,Stuttgarter Kickers,0:6 (0:4) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,SC Jülich 1910,Blau-Weiß 90 Berlin,"2:2 (1:1, 1:1) n.V."
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,FC Wangen,SV Darmstadt 98,0:3 (0:2) 
0,19.08.1989,DFB-Pokal 1989/1990 » 1. Runde,1. FC Pforzheim,SpVgg Bayreuth,4:1 (1:1) 
